"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Coro2b",8.59933392961267e-41,0.2979578311109,0.935,0.841,3.93574315290513e-36,"Coro2b"
"Slc25a25",9.53422757087768e-41,0.319343968206516,0.882,0.741,4.3636252746393e-36,"Slc25a25"
"Arhgef3",9.53729082405852e-41,0.269522093164296,0.878,0.728,4.3650272643551e-36,"Arhgef3"
"Ttll7",1.36841695176296e-40,0.296286967421143,0.981,0.924,6.2629707048287e-36,"Ttll7"
"Astn2",1.40669933120777e-40,0.489048564924253,0.97,0.917,6.43818149907174e-36,"Astn2"
"Nav3",1.58074438325636e-40,0.368622203418257,0.969,0.915,7.23475089328771e-36,"Nav3"
"Tmem25",1.60440326331619e-40,0.312144353927029,0.89,0.721,7.34303285554554e-36,"Tmem25"
"Efr3a",5.78582407010031e-40,0.328137362145464,0.985,0.921,2.64805596040351e-35,"Efr3a"
"Hs3st1",6.11534791032534e-40,0.295645631394838,0.612,0.392,2.7988724315977e-35,"Hs3st1"
"St8sia4",8.09452735258241e-40,0.336869576279821,0.698,0.49,3.70470327872992e-35,"St8sia4"
"Utrn",3.14640638555649e-39,0.31341097072429,0.957,0.854,1.4400472745415e-34,"Utrn"
"Acsl6",3.83498852557451e-39,0.295679935624224,0.954,0.867,1.75519754838494e-34,"Acsl6"
"Slc8a1",6.05875378732139e-39,0.406521079579193,0.963,0.868,2.77297043338126e-34,"Slc8a1"
"Dgkh",6.56998449246002e-39,0.386157952973957,0.943,0.854,3.0069505025091e-34,"Dgkh"
"9330182L06Rik",1.08091726550219e-38,0.317247825536565,0.918,0.813,4.94714214075043e-34,"9330182L06Rik"
"Haghl",1.62985116039478e-38,0.273801725050033,0.919,0.803,7.45950279089482e-34,"Haghl"
"Ogdh",1.65381222153683e-38,0.321930475004411,0.974,0.938,7.56916777552977e-34,"Ogdh"
"Btbd11",1.73116048595609e-38,0.578772805807567,0.909,0.843,7.92317531212383e-34,"Btbd11"
"Wasf3",1.77100423796575e-38,0.274350889223618,0.905,0.787,8.10553219632165e-34,"Wasf3"
"Epha10",2.03151700923362e-38,0.258510527586743,0.928,0.784,9.29784704786045e-34,"Epha10"
"Ndrg4",3.03058033190889e-38,0.356668802090725,0.999,0.993,1.38703600630806e-33,"Ndrg4"
"Wwox",4.59987902654545e-38,0.377556485140057,0.983,0.949,2.10527263286932e-33,"Wwox"
"Btbd3",4.76605604598987e-38,0.327102628063583,0.789,0.622,2.18132853112864e-33,"Btbd3"
"Ifitm10",6.01582645168576e-38,0.268971673937413,0.852,0.682,2.75332345040754e-33,"Ifitm10"
"Pdzrn3",7.67108241035795e-38,0.360733000730976,0.687,0.533,3.51090099757263e-33,"Pdzrn3"
"Stk39",9.76943576564728e-38,0.286986462495454,0.953,0.87,4.47127536122145e-33,"Stk39"
"Cntnap2",1.23979820289792e-37,0.384137495200951,0.998,0.996,5.67430841502321e-33,"Cntnap2"
"Cort",1.4664689788914e-37,0.364640735157442,0.671,0.44,6.71173522259018e-33,"Cort"
"Cacnb4",1.50806265287471e-37,0.302003745925832,0.991,0.968,6.90210114967698e-33,"Cacnb4"
"Ralgapa2",2.49375230791118e-37,0.335811332541041,0.945,0.9,1.14134055628479e-32,"Ralgapa2"
"Osbpl8",3.57917442862289e-37,0.296415975165321,0.956,0.904,1.63811655249212e-32,"Osbpl8"
"Tacc1",8.5758174303995e-37,0.262556824092508,0.979,0.945,3.92498012154524e-32,"Tacc1"
"Abr",2.30099679580417e-36,0.281702049860874,0.99,0.978,1.05312021350365e-31,"Abr"
"Sirpa",4.67981473530667e-36,0.253283922798971,0.946,0.816,2.14185760805515e-31,"Sirpa"
"2210408F21Rik",2.18355412427245e-35,0.251225030255472,0.932,0.806,9.99369051597017e-31,"2210408F21Rik"
"Arid4a",2.19574205325415e-35,0.264922558695633,0.954,0.873,1.00494722293336e-30,"Arid4a"
"Camta1",2.21300981283888e-35,0.323281867242641,0.992,0.986,1.0128503311401e-30,"Camta1"
"Atp8a2",2.51123191032029e-35,0.32459810648241,0.96,0.909,1.14934062071539e-30,"Atp8a2"
"Vwa8",2.69145846216941e-35,0.282884173760735,0.918,0.821,1.23182670896569e-30,"Vwa8"
"Arhgap21",2.76490073548651e-35,0.329126492746983,0.999,0.998,1.26543976861747e-30,"Arhgap21"
"Mycbp2",4.34067096034208e-35,0.279820104924931,0.987,0.978,1.98663828512936e-30,"Mycbp2"
"Adcy8",6.37428550794525e-35,0.286968732304104,0.925,0.786,2.91738299127638e-30,"Adcy8"
"Cdh18",6.78536086632353e-35,0.323931937123342,0.922,0.865,3.10552396129895e-30,"Cdh18"
"Ppargc1b",7.45247984178792e-35,0.283855388754402,0.907,0.801,3.4108509739895e-30,"Ppargc1b"
"Vwc2",9.82842654087879e-35,0.366493147217946,0.791,0.611,4.49827425922941e-30,"Vwc2"
"Fam168a",1.16566982832557e-34,0.263594845173484,0.995,0.99,5.33503767028049e-30,"Fam168a"
"Lphn2",1.40135808859741e-34,0.400902312759109,0.645,0.491,6.41373569989261e-30,"Lphn2"
"Ctnnd2",3.79658058221446e-34,0.323474585008655,0.993,0.986,1.73761900086792e-29,"Ctnnd2"
"Rab3gap2",8.57964449907302e-34,0.251524389259352,0.956,0.867,3.92673169433574e-29,"Rab3gap2"
"Cdh7",8.73138519815234e-34,0.447868394549563,0.725,0.564,3.99618037749036e-29,"Cdh7"
"Tjp1",9.23615322381013e-34,0.298047094369359,0.981,0.96,4.22720260747342e-29,"Tjp1"
"Etl4",1.06697922386783e-33,0.31858741160304,0.992,0.981,4.88335051179827e-29,"Etl4"
"Acsl3",1.26924807921159e-33,0.367667833819843,0.921,0.821,5.80909460893561e-29,"Acsl3"
"Cux1",1.46389111869125e-33,0.266438466785194,0.926,0.831,6.69993687202609e-29,"Cux1"
"Zfp704",2.18219411606125e-33,0.274479570863391,0.929,0.815,9.98746603038913e-29,"Zfp704"
"A830010M20Rik",2.7675339908623e-33,0.318960329337417,0.87,0.774,1.26664495693786e-28,"A830010M20Rik"
"Gabrb2",3.33087225998716e-33,0.32815492967528,0.946,0.852,1.52447361595092e-28,"Gabrb2"
"Slc4a3",5.2997440018406e-33,0.251706112216432,0.944,0.855,2.42558683476241e-28,"Slc4a3"
"Plcb1",7.10922866733072e-33,0.302782722112252,0.99,0.987,3.25375177646392e-28,"Plcb1"
"Ptchd4",8.69897877380098e-33,0.322417256194667,0.943,0.836,3.98134860519323e-28,"Ptchd4"
"Ccdc184",9.82519284490337e-33,0.294455657213095,0.815,0.677,4.49679426125537e-28,"Ccdc184"
"Rora",1.06076245212942e-32,0.493231935204797,0.98,0.961,4.85489759090592e-28,"Rora"
"Trerf1",1.83033937082532e-32,0.254716486166322,0.943,0.877,8.37709723239332e-28,"Trerf1"
"Erbb4",1.97965866156253e-32,0.666258355574024,0.973,0.933,9.06050176223941e-28,"Erbb4"
"Cdk2ap2",2.06740091147087e-32,0.286448980119172,0.843,0.702,9.46208049161989e-28,"Cdk2ap2"
"Rnf157",2.64264625857747e-32,0.263457661068487,0.977,0.946,1.20948633962574e-27,"Rnf157"
"Bckdhb",3.6596694345196e-32,0.302131002994767,0.984,0.963,1.67495750679093e-27,"Bckdhb"
"Tll1",4.02926417301015e-32,0.289613746970943,0.375,0.2,1.84411362670328e-27,"Tll1"
"Las1l",6.28245566297102e-32,0.256172273307509,0.924,0.827,2.87535430782858e-27,"Las1l"
"Tmtc1",1.60442264253577e-31,0.274054523616215,0.854,0.734,7.34312155035773e-27,"Tmtc1"
"Pcca",3.67047985616279e-31,0.295822155313942,0.926,0.87,1.67990522056859e-26,"Pcca"
"Rab30",6.85944502449868e-31,0.258419414745366,0.92,0.793,3.13943079881255e-26,"Rab30"
"Dennd5b",8.06567133182763e-31,0.270726548527461,0.974,0.929,3.69149645515087e-26,"Dennd5b"
"Mpp6",8.07861066725674e-31,0.29083163369777,0.949,0.88,3.69741853019007e-26,"Mpp6"
"Nrg3",1.73727901180819e-30,0.295720561364461,0.997,0.989,7.95117858124374e-26,"Nrg3"
"Snx25",3.14713056419512e-30,0.257534447716688,0.895,0.777,1.44037871662082e-25,"Snx25"
"Ube3a",1.2790323351983e-29,0.280169763094281,0.991,0.985,5.85387519173557e-25,"Ube3a"
"Gm32647",1.82297985131514e-29,0.63936227462049,0.882,0.834,8.34341418349913e-25,"Gm32647"
"Ubash3b",2.25774282353286e-29,0.271392619787074,0.971,0.913,1.03332373547452e-24,"Ubash3b"
"Rgs4",2.52210361442372e-29,0.323992024085264,0.727,0.56,1.15431638224945e-24,"Rgs4"
"Myo6",4.41874382094503e-29,0.289068606439809,0.803,0.663,2.02237067197012e-24,"Myo6"
"Ntng1",8.70757798906097e-29,0.455334889885302,0.477,0.323,3.98528429403342e-24,"Ntng1"
"Grik1",1.4613637420555e-28,0.579124825757526,0.941,0.867,6.6883695746396e-24,"Grik1"
"Tmx4",2.64768457345751e-28,0.319077470357058,0.982,0.948,1.21179227558003e-23,"Tmx4"
"Iqsec1",2.83105805201462e-28,0.295138807853415,0.989,0.971,1.29571864924605e-23,"Iqsec1"
"Hdac4",6.04471107601304e-28,0.261971535564431,0.955,0.872,2.76654336526965e-23,"Hdac4"
"Slc6a1",6.80846053564859e-28,0.31994689165625,0.994,0.983,3.11609621795565e-23,"Slc6a1"
"Slit3",6.86378126320496e-28,0.348337088491021,0.702,0.592,3.14141540854364e-23,"Slit3"
"Slc4a4",6.90238003658491e-28,0.278085307583672,0.775,0.649,3.15908129514418e-23,"Slc4a4"
"Atp2a2",7.78546046931319e-28,0.301642890206634,0.986,0.97,3.56324954759526e-23,"Atp2a2"
"Depdc5",8.5519741329767e-28,0.25123806095674,0.926,0.862,3.91406752118077e-23,"Depdc5"
"Lgals1",9.38003736973852e-28,0.26038113529582,0.578,0.375,4.29305550338193e-23,"Lgals1"
"Mbnl2",2.19328924198565e-27,0.269830659603477,0.975,0.939,1.00382462027199e-22,"Mbnl2"
"Tmem108",2.53507319164309e-27,0.710666826929454,0.727,0.643,1.16025229835121e-22,"Tmem108"
"Hivep2",2.55875188111337e-27,0.280643026330798,0.988,0.981,1.17108956094797e-22,"Hivep2"
"Spats2l",2.72036550728868e-27,0.300354304862114,0.822,0.677,1.24505688537588e-22,"Spats2l"
"Myo1b",3.49124136491833e-27,0.293294650207337,0.664,0.518,1.59787134789582e-22,"Myo1b"
"Zfp385b",4.79123616320849e-27,0.289563350377198,0.971,0.893,2.19285296717726e-22,"Zfp385b"
"Arhgap26",7.18122374547989e-27,0.252264901296196,0.976,0.924,3.28670248383124e-22,"Arhgap26"
"LOC105245570",2.08074872117127e-26,0.260311109895472,0.899,0.842,9.52317074705666e-22,"LOC105245570"
"Stxbp5l",3.0133136433341e-26,0.269970428544269,0.982,0.966,1.37913338828115e-21,"Stxbp5l"
"Gabbr2",5.07939561457821e-26,0.254391693032884,0.965,0.921,2.32473778488015e-21,"Gabbr2"
"Trpc3",1.01260064545732e-25,0.280717910745069,0.414,0.254,4.63447063412908e-21,"Trpc3"
"Osbpl9",1.38270742435593e-25,0.268349643733127,0.968,0.944,6.32837533979223e-21,"Osbpl9"
"2010111I01Rik",1.6487769086251e-25,0.250309022274557,0.941,0.888,7.54612215539537e-21,"2010111I01Rik"
"Kcnj3",1.81434674725495e-25,0.304143646036654,0.933,0.857,8.30390219283647e-21,"Kcnj3"
"Ldhb",3.20072758092758e-25,0.309958078985105,0.994,0.975,1.46490899923893e-20,"Ldhb"
"Xkr4",7.40293818733931e-25,0.294142178661666,0.983,0.974,3.38817674958145e-20,"Xkr4"
"Flnb",9.0564853978338e-25,0.269811744858587,0.929,0.872,4.14497223688057e-20,"Flnb"
"Ppfia2",2.10338326574608e-24,0.379098457698772,0.976,0.97,9.62676453066664e-20,"Ppfia2"
"Rgs7bp",3.40772214055048e-23,0.270964526703633,0.99,0.976,1.55964626928714e-18,"Rgs7bp"
"Oxr1",4.60515597490584e-23,0.260402924379177,0.993,0.981,2.1076877865949e-18,"Oxr1"
"Mdh1",4.76289490922618e-23,0.293425138017295,0.999,0.993,2.17988174205464e-18,"Mdh1"
"Ppip5k2",3.47817398846749e-22,0.302985370388586,0.848,0.773,1.5918906710418e-17,"Ppip5k2"
"Lsamp",3.55035935603785e-22,0.362026587846892,0.995,0.987,1.6249284700714e-17,"Lsamp"
"Slc9a9",4.29859723133277e-22,0.293240282649259,0.889,0.788,1.96738198083638e-17,"Slc9a9"
"Trp53bp1",7.02803750606802e-22,0.254126508672663,0.958,0.905,3.21659220577721e-17,"Trp53bp1"
"C230004F18Rik",1.10332080111379e-21,0.264001951594226,0.952,0.883,5.04967864253761e-17,"C230004F18Rik"
"Tenm1",4.72690498893818e-21,0.345495262662651,0.928,0.896,2.16340987533723e-16,"Tenm1"
"Ssbp2",6.6188156802903e-21,0.267866645542248,0.957,0.924,3.02929956055526e-16,"Ssbp2"
"Slc38a2",1.05234990982269e-20,0.257903849296062,0.96,0.896,4.81639506727648e-16,"Slc38a2"
"Spon1",1.87213172406772e-20,0.257707075601901,0.57,0.416,8.56837247471315e-16,"Spon1"
"Ddx26b",1.11293808873752e-19,0.278897669242693,0.908,0.864,5.09369504453388e-15,"Ddx26b"
"Filip1",1.37911473364552e-19,0.290549848535644,0.679,0.538,6.31193231294881e-15,"Filip1"
"Agbl4",2.33389605952446e-19,0.253939141373167,0.971,0.939,1.06817754852315e-14,"Agbl4"
"Plcl1",5.30679482242264e-19,0.269896167241767,0.696,0.574,2.42881385432639e-14,"Plcl1"
"Plxna4",7.87373686231532e-19,0.334914725139279,0.953,0.911,3.60365188714448e-14,"Plxna4"
"Park2",4.78481291273041e-18,0.271882934765194,0.971,0.957,2.18991317389845e-13,"Park2"
"Gpr176",9.98398285330242e-18,0.299557011816553,0.747,0.654,4.56946927229945e-13,"Gpr176"
"Il1rapl2",1.24930791310315e-16,1.28407124610018,0.727,0.659,5.71783245669047e-12,"Il1rapl2"
"Lrrc4c",1.07065964854247e-14,0.434192929536869,0.988,0.984,4.90019507944917e-10,"Lrrc4c"
"Csmd1",7.05911544521417e-14,0.318765846988885,0.991,0.984,3.23081595696562e-09,"Csmd1"
"Mobp",8.89145496767511e-13,0.274859952111598,0.706,0.58,4.06944110960555e-08,"Mobp"
"Cntn5",2.51067676355005e-12,0.550265539508622,0.943,0.934,1.14908654114158e-07,"Cntn5"
"Ntrk3",2.55426970281528e-12,0.540844941037731,0.884,0.852,1.1690381575845e-07,"Ntrk3"
"Galntl6",1.46509624215113e-11,0.367322184796294,0.99,0.97,6.70545248107731e-07,"Galntl6"
"Pard3b",6.92331091321246e-10,0.386766258242499,0.585,0.517,3.16866093875908e-05,"Pard3b"
"Fam19a2",8.99744054323687e-09,0.281840853269665,0.728,0.663,0.000411794858782865,"Fam19a2"
"Ralyl",3.27968132931152e-08,0.401360475809307,0.933,0.922,0.0015010445507993,"Ralyl"
"Ptprk",7.78551066723131e-06,0.432061184383769,0.51,0.459,0.356327252217843,"Ptprk"
"LOC105244042",0.000394379530180087,0.288126065471622,0.33,0.282,1,"LOC105244042"
"Kcnip4",0.00189794668885139,0.2584254136757,0.973,0.96,1,"Kcnip4"
